month_key,year,month,tag_id,question_count,answered_count,unanswered_rate,mom_delta,mom_growth
2017-03,2017,3,-9125629845961598163,5,3,0.4,2,0.6666666666666666
2017-03,2017,3,-9125629845961598163,5,3,0.4,2,0.6666666666666666
2017-03,2017,3,-9125629845961598163,5,3,0.4,2,0.6666666666666666
2017-03,2017,3,-9125629845961598163,5,3,0.4,2,0.6666666666666666
2017-03,2017,3,-9125629845961598163,5,3,0.4,2,0.6666666666666666
2017-03,2017,3,-9125629845961598163,5,3,0.4,2,0.6666666666666666
2017-03,2017,3,-9125629845961598163,5,3,0.4,2,0.6666666666666666
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
2017-04,2017,4,-9125629845961598163,1,1,0.0,-4,-0.8
